Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Order Month,Payment Category,Estimated Duration (min),Delay (min),Is Delayed,Traffic Impact,Order Hour,Restaurant Avg Time,Location_Order_Volume,Sales ($),Order_Hour,Order_Day,Order_Month,Order_Date,Distance Bucket
ORD212,Papa John's,"Boston, Ma",2024-07-27 20:15:00,2024-07-27 20:40:00,25,Small,Vegan,2.0,High,Wallet,True,True,July,Online,4.8,20.2,False,3,20,28.18627450980392,51,10,20,Saturday,July,2024-07-27,0–2 km
ORD213,Little Caesars,"Dallas, Tx",2024-07-28 18:30:00,2024-07-28 18:50:00,20,Medium,Non-Veg,3.0,High,UPI,True,True,July,Online,7.199999999999999,12.8,False,3,18,28.84422110552764,50,12,18,Sunday,July,2024-07-28,2–5 km
ORD214,Pizza Hut,"Los Angeles, Ca",2024-07-29 19:45:00,2024-07-29 20:10:00,25,XL,Cheese Burst,4.5,Low,Cash,True,False,July,Offline,10.8,14.2,False,1,19,29.94845360824742,42,17,19,Monday,July,2024-07-29,2–5 km
ORD215,Marco's Pizza,"Chicago, Il",2024-07-30 13:00:00,2024-07-30 13:20:00,20,Medium,Non-Veg,3.5,Medium,Wallet,False,False,July,Online,8.4,11.6,False,2,13,30.28645833333333,45,12,13,Tuesday,July,2024-07-30,2–5 km
ORD216,Domino's,"Miami, Fl",2024-07-31 18:30:00,2024-07-31 18:50:00,20,Large,Veg,4.0,High,Card,True,False,July,Online,9.6,10.4,False,3,18,30.25943396226415,49,13,18,Wednesday,July,2024-07-31,2–5 km
ORD217,Papa John's,"Dallas, Tx",2024-08-01 20:00:00,2024-08-01 20:25:00,25,Medium,Non-Veg,3.0,Low,UPI,True,False,August,Online,7.199999999999999,17.8,False,1,20,28.18627450980392,50,12,20,Thursday,August,2024-08-01,2–5 km
ORD218,Little Caesars,"Houston, Tx",2024-08-02 19:15:00,2024-08-02 19:35:00,20,Small,Vegan,2.5,Low,Cash,True,False,August,Offline,6.0,14.0,False,1,19,28.84422110552764,27,10,19,Friday,August,2024-08-02,2–5 km
ORD219,Pizza Hut,"Phoenix, Az",2024-08-03 19:45:00,2024-08-03 20:10:00,25,XL,Cheese Burst,4.5,High,Wallet,True,True,August,Online,10.8,14.2,False,3,19,29.94845360824742,35,17,19,Saturday,August,2024-08-03,2–5 km
ORD220,Marco's Pizza,"Atlanta, Ga",2024-08-04 13:00:00,2024-08-04 13:20:00,20,Medium,Non-Veg,3.0,Medium,Card,False,True,August,Online,7.199999999999999,12.8,False,2,13,30.28645833333333,78,12,13,Sunday,August,2024-08-04,2–5 km
ORD221,Domino's,"New York, Ny",2024-08-05 18:30:00,2024-08-05 18:55:00,25,Large,Veg,5.0,High,Card,True,False,August,Online,12.0,13.0,False,3,18,30.25943396226415,21,13,18,Monday,August,2024-08-05,2–5 km
ORD222,Papa John's,"Los Angeles, Ca",2024-08-06 19:00:00,2024-08-06 19:30:00,30,Medium,Non-Veg,3.5,Medium,UPI,True,False,August,Online,8.4,21.6,False,2,19,28.18627450980392,42,12,19,Tuesday,August,2024-08-06,2–5 km
ORD223,Little Caesars,"Chicago, Il",2024-08-07 20:15:00,2024-08-07 20:40:00,25,Small,Vegan,4.0,Low,Cash,True,False,August,Offline,9.6,15.4,False,1,20,28.84422110552764,45,10,20,Wednesday,August,2024-08-07,2–5 km
ORD224,Pizza Hut,"Houston, Tx",2024-08-08 19:45:00,2024-08-08 20:10:00,25,XL,Cheese Burst,6.0,High,Wallet,True,False,August,Online,14.4,10.6,False,3,19,29.94845360824742,27,17,19,Thursday,August,2024-08-08,5–10 km
ORD225,Marco's Pizza,"Phoenix, Az",2024-08-09 13:00:00,2024-08-09 13:25:00,25,Medium,Non-Veg,3.0,Low,Card,False,False,August,Online,7.199999999999999,17.8,False,1,13,30.28645833333333,35,12,13,Friday,August,2024-08-09,2–5 km
ORD226,Domino's,"Miami, Fl",2024-08-10 18:30:00,2024-08-10 18:55:00,25,Large,Veg,5.0,High,UPI,True,True,August,Online,12.0,13.0,False,3,18,30.25943396226415,49,13,18,Saturday,August,2024-08-10,2–5 km
ORD227,Papa John's,"Denver, Co",2024-08-11 20:15:00,2024-08-11 20:40:00,25,Small,Vegan,2.5,Medium,Cash,True,True,August,Offline,6.0,19.0,False,2,20,28.18627450980392,46,10,20,Sunday,August,2024-08-11,2–5 km
ORD228,Little Caesars,"Boston, Ma",2024-08-12 18:30:00,2024-08-12 18:50:00,20,Medium,Non-Veg,3.5,Low,Wallet,True,False,August,Online,8.4,11.6,False,1,18,28.84422110552764,51,12,18,Monday,August,2024-08-12,2–5 km
ORD229,Pizza Hut,"Los Angeles, Ca",2024-08-13 19:45:00,2024-08-13 20:10:00,25,XL,Cheese Burst,4.5,Low,Cash,True,False,August,Offline,10.8,14.2,False,1,19,29.94845360824742,42,17,19,Tuesday,August,2024-08-13,2–5 km
ORD230,Domino's,"New York, Ny",2024-08-14 18:30:00,2024-08-14 19:05:00,35,Large,Veg,5.0,High,UPI,True,False,August,Online,12.0,23.0,True,3,18,30.25943396226415,21,13,18,Wednesday,August,2024-08-14,2–5 km
ORD231,Papa John's,"Chicago, Il",2024-08-15 20:15:00,2024-08-15 20:40:00,25,Medium,Non-Veg,3.5,Medium,Card,True,False,August,Online,8.4,16.6,False,2,20,28.18627450980392,45,12,20,Thursday,August,2024-08-15,2–5 km
ORD232,Little Caesars,"Houston, Tx",2024-08-16 19:00:00,2024-08-16 19:20:00,20,Small,Vegan,2.0,Low,Wallet,True,False,August,Online,4.8,15.2,False,1,19,28.84422110552764,27,10,19,Friday,August,2024-08-16,0–2 km
ORD233,Marco's Pizza,"Phoenix, Az",2024-08-17 13:00:00,2024-08-17 13:30:00,30,Medium,Non-Veg,3.0,High,UPI,False,True,August,Online,7.199999999999999,22.8,False,3,13,30.28645833333333,35,12,13,Saturday,August,2024-08-17,2–5 km
ORD234,Domino's,"Miami, Fl",2024-08-18 18:30:00,2024-08-18 19:10:00,40,Large,Veg,5.0,High,Card,True,True,August,Online,12.0,28.0,True,3,18,30.25943396226415,49,13,18,Sunday,August,2024-08-18,2–5 km
ORD235,Papa John's,"Denver, Co",2024-08-19 20:15:00,2024-08-19 20:35:00,20,Small,Vegan,2.5,Medium,Cash,True,False,August,Offline,6.0,14.0,False,2,20,28.18627450980392,46,10,20,Monday,August,2024-08-19,2–5 km
ORD236,Little Caesars,"Boston, Ma",2024-08-20 18:30:00,2024-08-20 18:50:00,20,Medium,Non-Veg,3.5,Low,Wallet,True,False,August,Online,8.4,11.6,False,1,18,28.84422110552764,51,12,18,Tuesday,August,2024-08-20,2–5 km
ORD237,Pizza Hut,"Dallas, Tx",2024-08-21 19:45:00,2024-08-21 20:15:00,30,XL,Cheese Burst,4.0,High,Card,True,False,August,Online,9.6,20.4,False,3,19,29.94845360824742,50,17,19,Wednesday,August,2024-08-21,2–5 km
ORD238,Marco's Pizza,"Seattle, Wa",2024-08-22 13:00:00,2024-08-22 13:25:00,25,Medium,Non-Veg,3.5,Low,UPI,False,False,August,Online,8.4,16.6,False,1,13,30.28645833333333,37,12,13,Thursday,August,2024-08-22,2–5 km
ORD239,Domino's,"Denver, Co",2024-08-23 18:30:00,2024-08-23 18:50:00,20,Large,Veg,4.5,Medium,Cash,True,False,August,Offline,10.8,9.200000000000001,False,2,18,30.25943396226415,46,13,18,Friday,August,2024-08-23,2–5 km
ORD240,Papa John's,"Boston, Ma",2024-08-24 20:15:00,2024-08-24 20:40:00,25,Small,Vegan,2.0,High,Wallet,True,True,August,Online,4.8,20.2,False,3,20,28.18627450980392,51,10,20,Saturday,August,2024-08-24,0–2 km
ORD241,Little Caesars,"Dallas, Tx",2024-08-25 18:30:00,2024-08-25 18:50:00,20,Medium,Non-Veg,3.0,High,UPI,True,True,August,Online,7.199999999999999,12.8,False,3,18,28.84422110552764,50,12,18,Sunday,August,2024-08-25,2–5 km
ORD242,Pizza Hut,"Los Angeles, Ca",2024-08-26 19:45:00,2024-08-26 20:10:00,25,XL,Cheese Burst,4.5,Low,Cash,True,False,August,Offline,10.8,14.2,False,1,19,29.94845360824742,42,17,19,Monday,August,2024-08-26,2–5 km
ORD243,Marco's Pizza,"Chicago, Il",2024-08-27 13:00:00,2024-08-27 13:20:00,20,Medium,Non-Veg,3.5,Medium,Wallet,False,False,August,Online,8.4,11.6,False,2,13,30.28645833333333,45,12,13,Tuesday,August,2024-08-27,2–5 km
ORD244,Domino's,"Miami, Fl",2024-08-28 18:30:00,2024-08-28 18:55:00,25,Large,Veg,5.0,High,Card,True,False,August,Online,12.0,13.0,False,3,18,30.25943396226415,49,13,18,Wednesday,August,2024-08-28,2–5 km
ORD245,Papa John's,"Denver, Co",2024-08-29 20:15:00,2024-08-29 20:40:00,25,Small,Vegan,2.5,Medium,Cash,True,False,August,Offline,6.0,19.0,False,2,20,28.18627450980392,46,10,20,Thursday,August,2024-08-29,2–5 km
ORD246,Little Caesars,"Boston, Ma",2024-08-30 18:30:00,2024-08-30 18:50:00,20,Medium,Non-Veg,3.5,Low,Wallet,True,False,August,Online,8.4,11.6,False,1,18,28.84422110552764,51,12,18,Friday,August,2024-08-30,2–5 km
ORD247,Pizza Hut,"Dallas, Tx",2024-08-31 19:45:00,2024-08-31 20:10:00,25,XL,Cheese Burst,4.0,High,Card,True,True,August,Online,9.6,15.4,False,3,19,29.94845360824742,50,17,19,Saturday,August,2024-08-31,2–5 km
ORD248,Marco's Pizza,"Seattle, Wa",2024-09-01 13:00:00,2024-09-01 13:20:00,20,Medium,Non-Veg,3.5,Low,UPI,False,True,September,Online,8.4,11.6,False,1,13,30.28645833333333,37,12,13,Sunday,September,2024-09-01,2–5 km
ORD249,Domino's,"Denver, Co",2024-09-02 18:30:00,2024-09-02 18:50:00,20,Large,Veg,4.5,Medium,Cash,True,False,September,Offline,10.8,9.200000000000001,False,2,18,30.25943396226415,46,13,18,Monday,September,2024-09-02,2–5 km
ORD250,Papa John's,"Boston, Ma",2024-09-03 20:15:00,2024-09-03 20:40:00,25,Small,Vegan,2.0,High,Wallet,True,False,September,Online,4.8,20.2,False,3,20,28.18627450980392,51,10,20,Tuesday,September,2024-09-03,0–2 km
ORD251,Little Caesars,"Dallas, Tx",2024-09-04 18:30:00,2024-09-04 18:50:00,20,Medium,Non-Veg,3.0,High,UPI,True,False,September,Online,7.199999999999999,12.8,False,3,18,28.84422110552764,50,12,18,Wednesday,September,2024-09-04,2–5 km
ORD252,Pizza Hut,"Los Angeles, Ca",2024-09-05 19:45:00,2024-09-05 20:10:00,25,XL,Cheese Burst,4.5,Low,Cash,True,False,September,Offline,10.8,14.2,False,1,19,29.94845360824742,42,17,19,Thursday,September,2024-09-05,2–5 km
ORD253,Marco's Pizza,"Chicago, Il",2024-09-06 13:00:00,2024-09-06 13:20:00,20,Medium,Non-Veg,3.5,Medium,Wallet,False,False,September,Online,8.4,11.6,False,2,13,30.28645833333333,45,12,13,Friday,September,2024-09-06,2–5 km
ORD254,Domino's,"Miami, Fl",2024-09-07 18:30:00,2024-09-07 18:55:00,25,Large,Veg,5.0,High,Card,True,True,September,Online,12.0,13.0,False,3,18,30.25943396226415,49,13,18,Saturday,September,2024-09-07,2–5 km
ORD255,Papa John's,"Denver, Co",2024-09-08 20:15:00,2024-09-08 20:40:00,25,Small,Vegan,2.5,Medium,Cash,True,True,September,Offline,6.0,19.0,False,2,20,28.18627450980392,46,10,20,Sunday,September,2024-09-08,2–5 km
ORD256,Little Caesars,"Boston, Ma",2024-09-09 18:30:00,2024-09-09 18:50:00,20,Medium,Non-Veg,3.5,Low,Wallet,True,False,September,Online,8.4,11.6,False,1,18,28.84422110552764,51,12,18,Monday,September,2024-09-09,2–5 km
ORD257,Domino's,"San Francisco, Ca",2024-09-10 18:00:00,2024-09-10 18:25:00,25,Large,Veg,5.0,High,Cash,True,False,September,Offline,12.0,13.0,False,3,18,30.25943396226415,13,13,18,Tuesday,September,2024-09-10,2–5 km
ORD258,Domino's,"Austin, Tx",2024-09-11 19:15:00,2024-09-11 19:35:00,20,Medium,Non-Veg,3.5,Medium,Card,True,False,September,Online,8.4,11.6,False,2,19,30.25943396226415,19,12,19,Wednesday,September,2024-09-11,2–5 km
ORD259,Domino's,"Seattle, Wa",2024-09-12 20:30:00,2024-09-12 20:50:00,20,Small,Vegan,2.5,Low,Wallet,True,False,September,Online,6.0,14.0,False,1,20,30.25943396226415,37,10,20,Thursday,September,2024-09-12,2–5 km
ORD260,Domino's,"Chicago, Il",2024-09-13 18:45:00,2024-09-13 19:10:00,25,XL,Cheese Burst,4.5,High,UPI,True,False,September,Online,10.8,14.2,False,3,18,30.25943396226415,45,17,18,Friday,September,2024-09-13,2–5 km
ORD261,Domino's,"Miami, Fl",2024-09-14 19:00:00,2024-09-14 19:20:00,20,Medium,Non-Veg,3.0,Medium,Cash,True,True,September,Offline,7.199999999999999,12.8,False,2,19,30.25943396226415,49,12,19,Saturday,September,2024-09-14,2–5 km
ORD262,Domino's,"Denver, Co",2024-09-15 20:00:00,2024-09-15 20:25:00,25,Large,Veg,5.0,High,Card,True,True,September,Online,12.0,13.0,False,3,20,30.25943396226415,46,13,20,Sunday,September,2024-09-15,2–5 km
ORD263,Domino's,"Boston, Ma",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2.0,Low,Wallet,True,False,September,Online,4.8,15.2,False,1,18,30.25943396226415,51,10,18,Monday,September,2024-09-16,0–2 km
ORD264,Domino's,"Dallas, Tx",2024-09-17 19:45:00,2024-09-17 20:10:00,25,XL,Cheese Burst,4.5,Medium,UPI,True,False,September,Online,10.8,14.2,False,2,19,30.25943396226415,50,17,19,Tuesday,September,2024-09-17,2–5 km
ORD265,Domino's,"Los Angeles, Ca",2024-09-18 18:00:00,2024-09-18 18:20:00,20,Medium,Non-Veg,3.5,High,Cash,True,False,September,Offline,8.4,11.6,False,3,18,30.25943396226415,42,12,18,Wednesday,September,2024-09-18,2–5 km
ORD266,Domino's,"New York, Ny",2024-09-19 20:15:00,2024-09-19 20:40:00,25,Large,Veg,5.0,High,Card,True,False,September,Online,12.0,13.0,False,3,20,30.25943396226415,21,13,20,Thursday,September,2024-09-19,2–5 km
ORD267,Domino's,"San Jose, Ca",2024-09-10 18:00:00,2024-09-10 18:20:00,20,Medium,Veg,3.0,Low,Cash,True,False,September,Offline,7.199999999999999,12.8,False,1,18,30.25943396226415,12,11,18,Tuesday,September,2024-09-10,2–5 km
ORD268,Papa John's,"Austin, Tx",2024-09-11 19:15:00,2024-09-11 19:45:00,30,Large,Non-Veg,6.0,Medium,Card,True,False,September,Online,14.4,15.6,False,2,19,28.18627450980392,19,14,19,Wednesday,September,2024-09-11,5–10 km
ORD269,Pizza Hut,"Seattle, Wa",2024-09-12 20:30:00,2024-09-12 21:10:00,40,XL,Cheese Burst,8.0,High,Wallet,True,False,September,Online,19.2,20.8,True,3,20,29.94845360824742,37,17,20,Thursday,September,2024-09-12,5–10 km
ORD270,Little Caesars,"Chicago, Il",2024-09-13 18:45:00,2024-09-13 19:05:00,20,Small,Vegan,2.5,Low,UPI,True,False,September,Online,6.0,14.0,False,1,18,28.84422110552764,45,10,18,Friday,September,2024-09-13,2–5 km
ORD271,Marco's Pizza,"Miami, Fl",2024-09-14 19:00:00,2024-09-14 19:50:00,50,Large,Non-Veg,10.0,High,Cash,True,True,September,Offline,24.0,26.0,True,3,19,30.28645833333333,49,14,19,Saturday,September,2024-09-14,5–10 km
ORD272,Domino's,"Denver, Co",2024-09-15 20:00:00,2024-09-15 20:35:00,35,Medium,Veg,5.5,Medium,Card,True,True,September,Online,13.2,21.8,True,2,20,30.25943396226415,46,11,20,Sunday,September,2024-09-15,5–10 km
ORD273,Papa John's,"Boston, Ma",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2.0,Low,Wallet,True,False,September,Online,4.8,15.2,False,1,18,28.18627450980392,51,10,18,Monday,September,2024-09-16,0–2 km
ORD274,Pizza Hut,"Dallas, Tx",2024-09-17 19:45:00,2024-09-17 20:25:00,40,XL,Cheese Burst,7.5,High,UPI,True,False,September,Online,18.0,22.0,True,3,19,29.94845360824742,50,17,19,Tuesday,September,2024-09-17,5–10 km
ORD275,Little Caesars,"Los Angeles, Ca",2024-09-18 18:00:00,2024-09-18 18:30:00,30,Medium,Non-Veg,4.0,Medium,Cash,True,False,September,Offline,9.6,20.4,False,2,18,28.84422110552764,42,12,18,Wednesday,September,2024-09-18,2–5 km
ORD276,Marco's Pizza,"New York, Ny",2024-09-19 20:15:00,2024-09-19 21:00:00,45,Large,Veg,9.0,High,Card,True,False,September,Online,21.6,23.4,True,3,20,30.28645833333333,21,13,20,Thursday,September,2024-09-19,5–10 km
ORD278,Domino's,"New York, Ny",2024-09-15 18:45:00,2024-09-15 19:10:00,25,Large,Veg,5.0,High,Domino's Cash,True,True,September,Offline,12.0,13.0,False,3,18,30.25943396226415,21,13,18,Sunday,September,2024-09-15,2–5 km
ORD279,Pizza Hut,"Los Angeles, Ca",2024-09-16 20:00:00,2024-09-16 20:30:00,30,XL,Cheese Burst,6.5,Medium,Card,True,False,September,Online,15.6,14.4,False,2,20,29.94845360824742,42,17,20,Monday,September,2024-09-16,5–10 km
ORD280,Papa John's,"Chicago, Il",2024-09-17 19:15:00,2024-09-17 19:35:00,20,Medium,Non-Veg,4.0,Low,UPI,True,False,September,Online,9.6,10.4,False,1,19,28.18627450980392,45,12,19,Tuesday,September,2024-09-17,2–5 km
ORD281,Little Caesars,"Houston, Tx",2024-09-18 18:30:00,2024-09-18 19:05:00,35,Small,Vegan,7.5,High,Wallet,True,False,September,Online,18.0,17.0,True,3,18,28.84422110552764,27,10,18,Wednesday,September,2024-09-18,5–10 km
ORD282,Marco's Pizza,"Phoenix, Az",2024-09-19 13:00:00,2024-09-19 13:20:00,20,Medium,Non-Veg,3.5,Low,Card,False,False,September,Online,8.4,11.6,False,1,13,30.28645833333333,35,12,13,Thursday,September,2024-09-19,2–5 km
ORD283,Domino's,"Miami, Fl",2024-09-20 18:45:00,2024-09-20 19:15:00,30,Large,Veg,6.0,Medium,Domino's Cash,True,False,September,Offline,14.4,15.6,False,2,18,30.25943396226415,49,13,18,Friday,September,2024-09-20,5–10 km
ORD284,Pizza Hut,"Denver, Co",2024-09-21 20:15:00,2024-09-21 20:40:00,25,XL,Cheese Burst,5.0,Low,UPI,True,True,September,Online,12.0,13.0,False,1,20,29.94845360824742,46,17,20,Saturday,September,2024-09-21,2–5 km
ORD285,Papa John's,"Boston, Ma",2024-09-22 19:30:00,2024-09-22 19:55:00,25,Small,Vegan,4.0,High,Wallet,True,True,September,Online,9.6,15.4,False,3,19,28.18627450980392,51,10,19,Sunday,September,2024-09-22,2–5 km
ORD286,Little Caesars,"Dallas, Tx",2024-09-23 18:00:00,2024-09-23 18:20:00,20,Medium,Non-Veg,3.0,Medium,Card,True,False,September,Online,7.199999999999999,12.8,False,2,18,28.84422110552764,50,12,18,Monday,September,2024-09-23,2–5 km
ORD287,Marco's Pizza,"Seattle, Wa",2024-09-24 13:15:00,2024-09-24 13:45:00,30,Medium,Non-Veg,6.0,High,UPI,False,False,September,Online,14.4,15.6,False,3,13,30.28645833333333,37,12,13,Tuesday,September,2024-09-24,5–10 km
ORD288,Domino's,"New York, Ny",2024-09-25 18:30:00,2024-09-25 19:00:00,30,Large,Veg,5.5,High,Domino's Cash,True,False,September,Offline,13.2,16.8,False,3,18,30.25943396226415,21,13,18,Wednesday,September,2024-09-25,5–10 km
ORD289,Pizza Hut,"Los Angeles, Ca",2024-09-26 19:45:00,2024-09-26 20:10:00,25,XL,Cheese Burst,4.5,Low,Cash,True,False,September,Offline,10.8,14.2,False,1,19,29.94845360824742,42,17,19,Thursday,September,2024-09-26,2–5 km
ORD290,Papa John's,"Chicago, Il",2024-09-27 20:15:00,2024-09-27 20:40:00,25,Medium,Non-Veg,3.5,Medium,Card,True,False,September,Online,8.4,16.6,False,2,20,28.18627450980392,45,12,20,Friday,September,2024-09-27,2–5 km
ORD291,Little Caesars,"Houston, Tx",2024-09-28 18:30:00,2024-09-28 18:50:00,20,Small,Vegan,2.0,Low,Wallet,True,True,September,Online,4.8,15.2,False,1,18,28.84422110552764,27,10,18,Saturday,September,2024-09-28,0–2 km
ORD292,Marco's Pizza,"Phoenix, Az",2024-09-29 13:00:00,2024-09-29 13:20:00,20,Medium,Non-Veg,3.0,Low,UPI,False,True,September,Online,7.199999999999999,12.8,False,1,13,30.28645833333333,35,12,13,Sunday,September,2024-09-29,2–5 km
ORD293,Domino's,"Miami, Fl",2024-09-30 18:30:00,2024-09-30 18:55:00,25,Large,Veg,5.0,High,Domino's Cash,True,False,September,Offline,12.0,13.0,False,3,18,30.25943396226415,49,13,18,Monday,September,2024-09-30,2–5 km
ORD294,Pizza Hut,"Denver, Co",2024-10-01 19:45:00,2024-10-01 20:10:00,25,XL,Cheese Burst,4.0,High,Card,True,False,October,Online,9.6,15.4,False,3,19,29.94845360824742,46,17,19,Tuesday,October,2024-10-01,2–5 km
ORD295,Papa John's,"Boston, Ma",2024-10-02 20:15:00,2024-10-02 20:40:00,25,Small,Vegan,2.5,Medium,Wallet,True,False,October,Online,6.0,19.0,False,2,20,28.18627450980392,51,10,20,Wednesday,October,2024-10-02,2–5 km
ORD296,Little Caesars,"Dallas, Tx",2024-10-03 18:30:00,2024-10-03 18:50:00,20,Medium,Non-Veg,3.5,Low,UPI,True,False,October,Online,8.4,11.6,False,1,18,28.84422110552764,50,12,18,Thursday,October,2024-10-03,2–5 km
ORD297,Marco's Pizza,"Seattle, Wa",2024-10-04 13:00:00,2024-10-04 13:20:00,20,Medium,Non-Veg,3.5,Low,Card,False,False,October,Online,8.4,11.6,False,1,13,30.28645833333333,37,12,13,Friday,October,2024-10-04,2–5 km
ORD298,Domino's,"New York, Ny",2024-10-05 18:30:00,2024-10-05 18:55:00,25,Large,Veg,5.0,High,Domino's Cash,True,True,October,Offline,12.0,13.0,False,3,18,30.25943396226415,21,13,18,Saturday,October,2024-10-05,2–5 km
ORD299,Pizza Hut,"Los Angeles, Ca",2024-10-06 19:45:00,2024-10-06 20:10:00,25,XL,Cheese Burst,4.5,Low,Cash,True,True,October,Offline,10.8,14.2,False,1,19,29.94845360824742,42,17,19,Sunday,October,2024-10-06,2–5 km
ORD300,Papa John's,"Chicago, Il",2024-10-07 20:15:00,2024-10-07 20:40:00,25,Medium,Non-Veg,3.5,Medium,Card,True,False,October,Online,8.4,16.6,False,2,20,28.18627450980392,45,12,20,Monday,October,2024-10-07,2–5 km
ORD301,Little Caesars,"Houston, Tx",2024-10-08 18:30:00,2024-10-08 18:50:00,20,Small,Vegan,2.0,Low,Wallet,True,False,October,Online,4.8,15.2,False,1,18,28.84422110552764,27,10,18,Tuesday,October,2024-10-08,0–2 km
ORD302,Marco's Pizza,"Phoenix, Az",2024-10-09 13:00:00,2024-10-09 13:20:00,20,Medium,Non-Veg,3.0,Low,UPI,False,False,October,Online,7.199999999999999,12.8,False,1,13,30.28645833333333,35,12,13,Wednesday,October,2024-10-09,2–5 km
ORD303,Domino's,"Miami, Fl",2024-10-10 18:30:00,2024-10-10 18:55:00,25,Large,Veg,5.0,High,Domino's Cash,True,False,October,Offline,12.0,13.0,False,3,18,30.25943396226415,49,13,18,Thursday,October,2024-10-10,2–5 km
ORD304,Pizza Hut,"Denver, Co",2024-10-11 19:45:00,2024-10-11 20:10:00,25,XL,Cheese Burst,4.5,Low,Card,True,False,October,Online,10.8,14.2,False,1,19,29.94845360824742,46,17,19,Friday,October,2024-10-11,2–5 km
ORD305,Papa John's,"Boston, Ma",2024-10-12 20:15:00,2024-10-12 20:40:00,25,Small,Vegan,2.5,Medium,Wallet,True,True,October,Online,6.0,19.0,False,2,20,28.18627450980392,51,10,20,Saturday,October,2024-10-12,2–5 km
ORD306,Little Caesars,"Dallas, Tx",2024-10-13 18:30:00,2024-10-13 18:50:00,20,Medium,Non-Veg,3.5,Low,UPI,True,True,October,Online,8.4,11.6,False,1,18,28.84422110552764,50,12,18,Sunday,October,2024-10-13,2–5 km
ORD307,Domino's,"New York, Ny",2024-08-26 18:00:00,2024-08-26 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,August,Online,7.199999999999999,12.8,False,1,18,30.25943396226415,21,11,18,Monday,August,2024-08-26,2–5 km
ORD308,Papa John's,"Chicago, Il",2024-08-27 19:15:00,2024-08-27 19:45:00,30,Large,Non-Veg,6.0,Medium,UPI,True,False,August,Online,14.4,15.6,False,2,19,28.18627450980392,45,14,19,Tuesday,August,2024-08-27,5–10 km
ORD309,Pizza Hut,"Los Angeles, Ca",2024-08-28 20:30:00,2024-08-28 21:10:00,40,XL,Cheese Burst,8.0,High,Hut Points,True,False,August,Offline,19.2,20.8,True,3,20,29.94845360824742,42,17,20,Wednesday,August,2024-08-28,5–10 km
ORD310,Little Caesars,"Houston, Tx",2024-08-29 18:45:00,2024-08-29 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,August,Offline,6.0,14.0,False,1,18,28.84422110552764,27,10,18,Thursday,August,2024-08-29,2–5 km
ORD311,Marco's Pizza,"Phoenix, Az",2024-08-30 19:00:00,2024-08-30 19:50:00,50,Large,Non-Veg,10.0,High,Card,True,False,August,Online,24.0,26.0,True,3,19,30.28645833333333,35,14,19,Friday,August,2024-08-30,5–10 km
ORD312,Domino's,"Miami, Fl",2024-08-31 20:00:00,2024-08-31 20:35:00,35,Medium,Veg,5.5,Medium,Wallet,True,True,August,Online,13.2,21.8,True,2,20,30.25943396226415,49,11,20,Saturday,August,2024-08-31,5–10 km
ORD313,Papa John's,"Denver, Co",2024-09-01 18:30:00,2024-09-01 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,True,September,Online,4.8,15.2,False,1,18,28.18627450980392,46,10,18,Sunday,September,2024-09-01,0–2 km
ORD314,Pizza Hut,"Boston, Ma",2024-09-02 19:45:00,2024-09-02 20:25:00,40,XL,Cheese Burst,7.5,High,Hut Points,True,False,September,Offline,18.0,22.0,True,3,19,29.94845360824742,51,17,19,Monday,September,2024-09-02,5–10 km
ORD315,Little Caesars,"Dallas, Tx",2024-09-03 18:00:00,2024-09-03 18:30:00,30,Medium,Non-Veg,4.0,Medium,Cash,True,False,September,Offline,9.6,20.4,False,2,18,28.84422110552764,50,12,18,Tuesday,September,2024-09-03,2–5 km
ORD316,Marco's Pizza,"Seattle, Wa",2024-09-04 20:15:00,2024-09-04 21:00:00,45,Large,Veg,9.0,High,Wallet,True,False,September,Online,21.6,23.4,True,3,20,30.28645833333333,37,13,20,Wednesday,September,2024-09-04,5–10 km
ORD317,Domino's,"San Jose, Ca",2024-09-05 18:00:00,2024-09-05 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,September,Online,7.199999999999999,12.8,False,1,18,30.25943396226415,12,11,18,Thursday,September,2024-09-05,2–5 km
ORD318,Papa John's,"Austin, Tx",2024-09-06 19:15:00,2024-09-06 19:45:00,30,Large,Non-Veg,6.0,Medium,Cash,True,False,September,Offline,14.4,15.6,False,2,19,28.18627450980392,19,14,19,Friday,September,2024-09-06,5–10 km
ORD319,Pizza Hut,"San Diego, Ca",2024-09-07 20:30:00,2024-09-07 21:10:00,40,XL,Cheese Burst,8.0,High,Hut Points,True,True,September,Offline,19.2,20.8,True,3,20,29.94845360824742,11,17,20,Saturday,September,2024-09-07,5–10 km
ORD320,Little Caesars,"Jacksonville, Fl",2024-09-08 18:45:00,2024-09-08 19:05:00,20,Small,Vegan,2.5,Low,Wallet,True,True,September,Online,6.0,14.0,False,1,18,28.84422110552764,11,10,18,Sunday,September,2024-09-08,2–5 km
